address,total_tokens_fdream,total_tokens_threebear,total_tokens_aistr,total_tokens_alch,total_tokens_ar,total_tokens_hard,total_holding_tokens,total_value_usd
0x3c1039f91726c25cb859782b1caa9eafd6bf0e63,0,130587.52406041832,0,0,0,0,130587.52406041832,122.64070576863207
0xc18ad5790215e2084f393ad2ba9df59a6de74bea,31967.969524513825,0,49777.12837253067,128612.0654966692,0,0,210357.1633937137,122.55115329266502
0x8c2f47c3b898d66df463b9df93b10eeac0284166,0,0,46639.36464496929,160261.94987532453,115706.39716855112,0,322607.71168884495,122.52981298199556
0xb7a4351a2b6dc2b1d37e1f9873e06ac846de2b12,0,0,74238.05333531037,0,0,0,74238.05333531037,122.47504808841138
0xd6be6b73dc9f916ebed64a8b48b172c6d73ce6be,0,130112.92187818383,0,0,0,0,130112.92187818383,122.19498519151445
0x6de0dd2f123c6709b5db14ef8e0aa1f872a40906,0,130090.03434382418,0,0.8867112987567147,0,0,130090.92105512293,122.17364957875218
0xb4afc59ce123bf0676c362c21a92a721d68c8345,2221.580925567978,4201.598722725729,68776.63919379425,13791.12847623018,6396.79976260124,0,95387.74708091938,122.02186278084275
0x91669a1bdb132c8103774a58410cf6934714dea4,66478.21110296612,35621.83742757755,0.7023819475946848,0,6480.054193675824,28769.50671929091,137350.311825458,121.79420809359817
0x4c5527dad69aa7cbf83c4f587f360d5a37fe2929,0,129539.13893688637,0,0,0,0,129539.13893688637,121.65611943550115
0x7a973dc02c46bacca17024a1a69c4f0056e25a4c,0,0,0,0,0,68076.63711146601,68076.63711146601,121.41970538804749
0xb571f2097dfda00a45df793dd6530296eccb1818,19652.763925123767,23453.98224990542,30129.825361679665,119590.96119777877,120555.57566292692,0,313383.10839741456,121.39417854359095
0xd7be3d9154eb9c26ab8adc380610a7f2ce013763,102137.49050512761,0,0,187985.61924950383,218427.56316086708,0,508550.6729154985,120.93983465358835
0x48392728a3fb0ef6e994c655ffb71dbfe8a5253d,0,0,73233.79507610491,0,0,0,73233.79507610491,120.81826193813568
0xfb6df518bc8066436510a58cdcf4899ff3250ea5,80042.57770052184,0,29820.681687409564,88949.81824122844,83861.18720909796,0,282674.2648382578,120.80163285192705
0x75bdba33ccb242ea6da32317ccc5658e428a5e26,42668.02900943223,30420.582595119286,30178.50983721192,64199.793520826104,52743.35552481452,0,220210.27048740408,120.70772837592177
0xe0a4a9989f28137012518353c5997619ea9b944b,221668.27166686213,0,0,0,0,0,221668.27166686213,120.32024801655331
0x6d0fb71bc87f1fd6ddca690ddfa2dc45a36264f4,0,0,0,669016.2716553592,0,0,669016.2716553592,120.0514494516755
0x9bd5ddc1889bd37c7998c5b09de4e0b5ef69e369,0,0,0,0,0,67300,67300,120.03451579483615
0x408c6f077898bb87bc5c902be7c0c5978cd6865d,0,0,72731.12847421272,0,0,0,72731.12847421272,119.98898216215449
0x178a053650c6cd82f1d59ef3730aa7095f48c4b7,0,0,72659.87140471727,0,0,0,72659.87140471727,119.87142502506637
0xed754d83454394a39417091108762603c6459ac6,220648.781748693,0,0,0,0,0,220648.781748693,119.7668748211831
0xc1e1ba972da2df8e5015f3b79059b4a2814b0345,0,0,0,667248.5194133595,0,0,667248.5194133595,119.73423561411305
0xde6709fd7e6c3cdc4c826bc1f32d010fe6b872e4,0,0,72465.26984649856,0,0,0,72465.26984649856,119.55037895596665
0x5de8cd948237b606ce6e941c8ccbfba0c7d1fe80,0,0,0,0,821993.7944698841,0,821993.7944698841,119.54725576951088
0xcab9b2e28789704b2ad4641b7e28a6dc92fc776f,0,127289.23682355581,0,0,0,0,127289.23682355581,119.54313364245147
0xccd947478a1c532758ca9309250ede3eac42a889,220108.92264590925,0,0,0,0,0,220108.92264590925,119.47384244152636
0x7641281f6606b991d520c53fba70e68d41d58bac,0,0,0,664027.2555176716,0,0,664027.2555176716,119.1561967589641
0x6d5b5fe6c90c567a67d376cd1c7d06292b672631,0,126845.39047008855,0,0,0,0,126845.39047008855,119.12629726827475
0x6cd98c52dbb7771e5112e0d4a959f03ef10796dc,22240.133893484744,43557.10692189296,21956.712598124963,91395.18349729673,92498.99981958911,0,271648.1367303885,119.05465494958278
0xbfc0e7f645d8e8f56700a13ef68af8755a33d99f,0,126555.78823704908,0,0,0,0,126555.78823704908,118.85431858954816
0xbb0f753321e2b5fd29bd1d14b532f5b54959ae63,218828.35609150276,0,0,0,0,0,218828.35609150276,118.77875836716028
0xe7509fb2213fdac9e62215270e6a3016b43bf38c,37239.33454086899,66602.1948692455,0,114196.3015276704,104492.7464813008,0,322530.57741908566,118.45135875143862
0xd49e5c2eee00d07308cc16b0db4fe11d1a00d976,218193.86704513527,0,0,0,0,0,218193.86704513527,118.43436140475939
0x2d06822c64186e20ddf05298749f004ae0111220,54084.86984218848,0,42863.126395936,55464.98060875614,57383.727199304114,0,209796.70404618472,118.36941096280854
0x37a9548f02d3732fa1d70154473ec496a47b4c58,0,0,71734.64818055015,0,0,0,71734.64818055015,118.34502779640299
0x1996407c670f1d616322dce3a8bbbe126b809e7b,0,0,0,0,0,66352.6638328429,66352.6638328429,118.34487184060674
0xf5c4f3dc02c3fb9279495a8fef7b0741da956157,0,47845.029577326684,8351.182741979663,109437.65010331236,274215.25187744026,0,439849.114300059,118.22960938032045
0x08a35b0ba6af93a08891a6e003ce0f3a3f6be517,0,0,71657.03786427063,0,0,0,71657.03786427063,118.21698932029211
0x71d25ae5fedcef625128c33699668bd22e462594,0.25393508597727193,125816.97178075968,0.8110577902607284,0,0.45790760706502887,0.20085006866242636,125818.69553131163,118.16236303813253
0x43ec8e6ae29b7213752616f955b254af5df54f1f,39934.88241411102,0,0,318991.7380067366,269688.0734308799,0,628614.6938517275,118.14008855364648
0x36037e70873bf0f0226e76986e27f790cbae252a,0,0,71600.39497317723,0,0,0,71600.39497317723,118.12354208536533
0x29f49413d5ef399a0059d9cdbba121bebed52f3e,785.3317655968161,84631,20881.994264971603,19614.752568372183,1439.970960987151,0,127353.04955992775,118.08659732630537
0xff9e6c9092208bfbb07f3d8a8de042bd8c7a9a76,0,0,0,0,0,65869.75383288371,65869.75383288371,117.48356622370355
0x4400a725d78a311b2a7b3d815eeb10151acbf453,0,0,71179.59291343864,0,0,0,71179.59291343864,117.42931924159805
0xc74e3ddb22d2bedb484fed8562f8748b9dd29473,0,0,0,0,0,65829.10953775315,65829.10953775315,117.41107412436001
0x2d39ee3ff0bd945b30f348facb17bf8a7bec847f,0,124924.57156717038,0,0,0,0,124924.57156717038,117.32236854229154
0x1224e6d9a96be15eb45ce280d06116f523a16128,0,0,70950.8815390352,0,0,0,70950.8815390352,117.05200012667044
0x213ac2921ce9374803a08dfe64ed6192854ecccc,12308.69023811883,0,29483.84060711419,300000,54254.03966470467,0,396046.5705099377,117.04627341320806
0xed5b18ce5f58efb74229b639b4df3dbe6bf52021,0,0,0,652047.1051811163,0,0,652047.1051811163,117.00642182300658
0x104447b30ee710cd81bf3409778dd88d9a48ac48,0,124504.88041890113,0,0,0,0,124504.88041890113,116.92821742411294
0xa196935948f5f6edc40bdb3dea6dfd873d32495a,39303.93866882386,0,36348.93843764525,127348.95550171811,87123.13159686772,0,290124.9642050549,116.82392661621937
0xe80a9674bfff100c973bd70483d92d4e8f1f0db2,0,124307.59065158025,0,0,0,0,124307.59065158025,116.74293359643299
0x894bd1bfac53c76a9f6b779b1af922224760a299,0,0,70545.57222119474,0,0,0,70545.57222119474,116.38333660489164
0xbd41f431c8fe203bda69880d1297a915c00ae22e,0,0,0,0,799999.9999999999,0,799999.9999999999,116.34857253063196
0xb2ab92049645d0395d17b1d0b8152de9a7032945,0,123615.10793385882,0,0,0,0,123615.10793385882,116.09259146118703
0x72a80114df86c9e16eb6e4f64f27a4c5c06e8759,110908.14311144792,0,0,310486.8351326398,0,0,421394.9782440877,115.91552344913214
0x87499a994e6bddc81745605b88764eee512c5838,0,89523.08768360001,0,0,218179.35563509,0,307702.44331869,115.80628951576108
0xb05232886645d597b7d826843bb769dc196198b3,0,123183.22818672853,0,0,0,0,123183.22818672853,115.6869934733522
0x0cf68416279c2a9bcdd0fa6cc4e0347ac3d55d7d,213037.858080027,0,0,0,0,0,213037.858080027,115.63570974030407
0x184e61d0fa5f05a22867bb3ec416b056db16490c,0,123080.80640197445,0,0,0,0,123080.80640197445,115.59080449926222
0x81d571d38b908e6aef243f1e6a108eb0fe24fb74,0,0,70000,0,0,0,70000,115.48327280978205
0xe53f4d44c45dbc16a20ab64f8a8b4404ddbbefec,212617.04435198195,0,0,0,0,0,212617.04435198195,115.4072944973538
0x28449c8ef7b9fa41beecb5cc3009422af2792d78,212569.11045098415,0,0,0,0,0,212569.11045098415,115.38127625481016
0xd5365b83c832ac268ae1344c34be15d2a6545304,0,122796.43360908868,0,0,0,0,122796.43360908868,115.32373702653203
0x41e16e3ee3f80d27ab5477eb6c54c4d50828fa11,0,122785.07645440417,0,0,0,0,122785.07645440417,115.31307100406126
0x1d2269fd036f93f12760225e264b5b8ccadc2562,25278.36033651691,0,48674.02816492319,0,145391.37780897346,0,219343.76631041354,115.16656131691256
0x5529e0608cfc0cab5bb86b59cba7e88f0f66dfef,10860.669780031298,116020.39322294065,0,0,1621.7445222421068,0,128502.80752521406,115.0910160780746
0x7e470559b1383d2c50e61a7c07c09ccc454a55cd,0,122434.52337972826,0,0,0,0,122434.52337972826,114.98385060726648
0xad27fa60ccecabc7290ddae5d16532c87bde08a2,97172.99328556171,0,26102.303423026176,69513.38747413915,45249.25705090896,0,238037.94123363597,114.86216824139308
0x4ae488958aca03cf61b801d94c2847c37bb4567d,0,122144.5678896388,0,0,0,0,122144.5678896388,114.71154016871641
0x693dddd3d1f24491e0f585798b046ef1ab82dbb0,211300.7145552223,0,0,0,0,0,211300.7145552223,114.69279834313771
0xa619949fa263856f65707b3ba715daa7a51ede09,0,122110.72166398146,0,0,0,0,122110.72166398146,114.6797536329651
0xe4e31a568fd013be5b37030a84c1bc9d08287aff,210588.0210540971,0,0,0,0,0,210588.0210540971,114.30595245775072
0x57b2dd1f2a024775afcf89412c1140a367e2cb0e,0,0,0,0,0,64072.23450653519,64072.23450653519,114.27755787347911
0x2bbf35703b5e0f5493bf951fbfc407bd51748476,67279.81186671271,0,24189.276961019423,166217.2478433983,53561.36462612755,0,311247.70129725797,114.04216296619009
0x09396bb397a37707efa5e5b3328de0bbf16e51cd,210042.9593556412,0,0,0,0,0,210042.9593556412,114.01009613943603
0x9292826961405c81fec54d6a76ccb4fc5c28edd2,0,0,0,0,0,63913.06829436394,63913.06829436394,113.99367318984056
0x7713db95bf78e2bd575a25ae7309f24ebc8a5591,0,0,0,0,0,63908.06380954376,63908.06380954376,113.98474732190307
0xb4d75654150f3add7aea1e42ad490a59b1c4be44,0,0,46368.66634906602,118083.55754803382,111566.02682095481,0,276018.25071805465,113.91237720313774
0xc90f8cf4d54d1f6ed70b5c0d63c32be1dee39c83,0,0,0,0,782015.8945748149,0,782015.8945748149,113.73304128755612
0x6802b4028d41ca367137dc50ebd3f5eeedc8be55,0,0,0,408835.3406891007,276280.7324915511,0,685116.0731806518,113.5444365675497
0x584c0e09c55eda4c9f3dd8edab2a9c40d4d225e4,0,120871.36904984448,0,0,0,0,120871.36904984448,113.51582101085921
0x194fc45ff4e85bd778f9ecf9ce8e5985f3d1a332,0,120629.25214228069,0,0,0,0,120629.25214228069,113.2884379692112
0x1e6c8e11f1122071b29260dcff1ffab1e61534d9,0,0,0,0,778672.1233589943,0,778672.1233589943,113.24673752776893
0x2973870679fbe834b9694eb36d862fe35bf8bcfd,79960.65139725518,0,1e-18,389214.3420516075,0,0,469174.9934488627,113.2446418608421
0xb4abc2a7fe6650d20189e5284599cd8531c7fd82,0,0,0,630613.9338493034,0,0,630613.9338493034,113.16035201312944
0x6e22fbe7b697f7c7a6424ff0e0b0fd9f695c569e,0,91701.65359336899,0,150390.67903310803,0,0,242092.332626477,113.10802546025695
0x977c5afe8315ab8838f7272f685f2717652a9378,0,120434.2040396595,0,0,0,0,120434.2040396595,113.10525939119307
0x59e627743ae7b55ab4723c5e71f57c7e9178147d,4868.5204951934775,117616.65816587153,0,0,0,0,122485.178661065,113.10177802296356
0xb79252042f6639d02025ec881d52434cbe8cfb70,40020.05895929492,0,55382.89019541085,0,0,0,95402.94915470577,113.09118966895349
0xbbe78d68b6f5792d50031db14b09a405a3b32f4b,208279.27385087326,0,7.59801e-13,0,0,0,208279.27385087326,113.05277790998822
0x08a743041f7b809226d7390ed6b62e37c6b56aad,208264.20445608732,0,0,0,0,0,208264.20445608732,113.04459833018426
0x67c7d5619d8465ddd2428673d7320ce492b9546b,0,0,0,0,776749.3617074947,0,776749.3617074947,112.96709931093316
0x774524c950c542c7de9851341e53d9027fc621fc,207853.0198009412,0,0,0,0,0,207853.0198009412,112.82140969197386
0xdae5f1a2bbf141d099101dc054f41b48d8c5c207,0,0,0,0,774629.4796251178,0,774629.4796251178,112.6587927431609
0x6709c80c91db30b2e96675e5ba716fe974eb281d,16550.31741632848,80770.5294617023,3317.4149232947143,0,0,12515.33790977955,113153.59971110504,112.6336782683561
0x0c8c1fa0ccaa418955c3a98de004d6d9a88e8983,0,119926.25238307154,0,0,0,0,119926.25238307154,112.6282188001526
0x68a7c651ab4ebcb287f497cbf62bc719513a4237,0,0,68170.88835003339,0,0,0,68170.88835003339,112.46567567160142
0x30e28648e903f077f120e48330b005822760ddbb,0,0,0,0,772618.9579810391,0,772618.9579810391,112.36639108899777
0x7348874721fb51f5fe78843b3af60328474dfc61,0,119627.85189299764,0,0,0,0,119627.85189299764,112.3479772765639
0xce1d89e1110711b347e4c3b982414c91ed5b1308,0,0,0,138393.71257799663,601691.0200709085,0,740084.7326489051,112.34138757902764
0x85a30ede5e46029457e20d55427ee8673fad7762,206960.9116295818,0,0,0,0,0,206960.9116295818,112.33717856756253
0xb80d080de023bd4b34e05f540c62f53d827abf48,206770.0171818131,0,0,0,0,0,206770.0171818131,112.23356217209107
0xdacf41f0e39f8c38b945a5bfe26a1ef55ef78971,0,0,67977.78658914166,0,0,0,67977.78658914166,112.14710390969985
0x84092ce54613b65068df70865d7d164fa62fb88c,36422.72569425744,0,40747.32680071581,84816.17699902873,68290.768659409,0,230276.99815341097,112.14512927184064
0x12eb4d7cac5971dc59d9a2da5a0167f36e170f78,0,69933.11915187817,0,0,317704.62261046487,0,387637.74176234304,111.88298412423978
0x520c7792f2343c7a5c9f230bd39c565918fcf215,0,119068.70616555057,0,0,0,0,119068.70616555057,111.8228579963339
0xe52664adbcaeb38feab9ad75814e53d3f6ce7794,0,0,49262.298743354004,0,210051.59909908622,0,259313.89784244023,111.82002585570456
0x502dfa1ee0157471843ea1f2384eb6b81cf26ae2,0,95221.9759391729,0,124353.5641063283,0,0,219575.5400455012,111.74189763304675
0x35374882fb4aa4cb6530509c0f239ad3636a8a9e,0,118970.45130798103,0,0,0,0,118970.45130798103,111.73058237380238
0xe4e9e7db9fe1062f240ba12e112eedf759bb3245,0,0,67718.32759292601,0,0,0,67718.32759292601,111.71905856622952
0x50fe50c21112457edb2409bf4861ac9bfca2b546,0,0,0,622280.9136353254,0,0,622280.9136353254,111.66503538574327
0xce37ed7baffbab5a7c7350fb8dddea453fe11c2b,33967.16841389737,0,56482.911773104104,0,0,0,90450.08018700147,111.62048864368663
0x6a38610a24c62ed3687204474baf651c12469cb8,205624.04027339836,0,0,0,0,0,205624.04027339836,111.61153257441853
0x0a39f1570ca3974c672c3220aa809318a1574680,0,0,67620.90587245859,0,0,0,67620.90587245859,111.55833600733898
0x85454417dd869c8bce96290400fdf6db0846f6ce,30673.4983479454,44760.78258273582,32047.758762292695,0,0,0,107482.0396929739,111.55743470988432
0x78f7424cf6f39749a6f254e374a3a7b5142a5b28,205514.11220944274,0,0,0,0,0,205514.11220944274,111.55186426095327
0xe35e49532b4067d514d76ca769b984e844b1e031,0,0,0,0,0,62539.224943586196,62539.224943586196,111.54332220338348
0xab0b0f5b827ccd6079d5f5301f83af19663c4e67,0,99077.60552528215,0,0,127082.3306822979,0,226159.93620758006,111.53061240993867
0x655e8c470f33a70eb975919988e6574174745d1e,0,102378.1840672681,0,0,105559.2613502173,0,207937.4454174854,111.50011341378759
0xbae791484a26ce3184880e212dfbd5ba2f28ba29,205096.7498677631,0,0,0,0,0,205096.7498677631,111.32532241043921
0x22f377891ec4641569480cc529ef8ee5e970195f,0,0,0,0,763176.9316266697,0,763176.9316266697,110.99318322883842
0x44f10f5a1969f75a4331c1941023a73159fc10a0,0,0,67212.53826280973,0,0,0,67212.53826280973,110.88462703488528
0x62ac80f6a4ccf3023ae4083aef348c0ea6424187,204104.35429704346,0,0,0,0,0,204104.35429704346,110.78665586920788
0xb4e4664e896babd368125c48a1be3d2ce47cdc49,100098.35819184409,0,29485.244608735535,43421.93287004128,0,0,173005.5356706209,110.76825154696033
0x5b5a912c75e48698e0023ca58b03112c4c1ab906,203738.20339218143,0,0,0,0,0,203738.20339218143,110.5879112886091
0x4f33d206eaeccc0674158bcbcf44711b9454d7ac,0,0,0,615748.5152134546,0,0,615748.5152134546,110.4928308637202
0x9caaa39b87f05b19e845f65ba9416d2fc536b029,0,0,66907.37746899732,0,0,0,66907.37746899732,110.38118464627546
0x31062d92d5b4d9374687f16a5727f023556361f0,0,0,66865.8646671831,0,0,0,66865.8646671831,110.31269844317531
0x59d3f24990098325ae80af90dc06e5aff5e6356a,72638.4528343621,75399.43235031437,0,0,0,0,148037.88518467647,110.23877878201631
0x81aad8832d89eef525dbbd0ce24e74d17de2c6b4,0,117295.44326323019,0,0,0,0,117295.44326323019,110.15750584712487
0xce83e22fe3a3dbd06f1b2204a2d8b0ab5a4064d9,0,0,0,0,756461.7194846198,0,756461.7194846198,110.01655154512858
0xe6f3efdf6d5d02847f87cf4e1f42cffb3617674b,0,117135.83543381681,0,0,0,0,117135.83543381681,110.00761084768833
0x19ad637acb56c6e2de05e510480610e50e23df8e,0,0,0,612933.5669675552,0,0,612933.5669675552,109.98770321381191
0x16f368bfaa9308a4b1728f5356001f58b914caab,163963.23286725493,0,12588.227524415232,0,0,0,176551.46039167017,109.76585606463047
0xbedeb3d73388322f6f7bbbb9cebab44b25a4ce32,0,0,0,610472.3732031037,0,0,610472.3732031037,109.54605494407289
0x14dbbeb5a9bccda3aed04ba62b14a2216ea5bcab,0,116569.27202709633,0,0,0,0,116569.27202709633,109.47552528620136
0xdcb04f2eb860adf630744a18dd129005373f4e2d,0,0,66330.3369837945,0,0,0,66330.3369837945,109.42920573520452
0xf36d612bd899831757af194000fa097bbd27a7ef,0,0,0,0,0,60971.0329246739,60971.0329246739,108.74633602710615
0xe0bedfdf25669f3c44b9e089751f6a575587d43e,200325.0657355703,0,0,0,0,0,200325.0657355703,108.73528002897955
0xa5a614e643b816630baa289a06f7ed3e7eb21156,12712.508372282939,0,61725.494648080195,0,0,0,74438.00302036313,108.73259182663794
0xea3d84bd0e0fd87ff3a60df8dc8bd8c528861307,0,0,65870.32069298648,0,0,0,65870.32069298648,108.67028878079985
0x1d1d36d6bd843e26acb0d2613e96a3a77298be84,0.10299229088027329,0,65835.6524119685,0.37194937731277555,0.9673410422981876,0,65837.09469467899,108.61335773535924
0xa6adedd1adc8237ac8c5d3009cc5d4b90fc0a8cf,0,115634.67616932033,0,0,0,0,115634.67616932033,108.59780364754728
0x4a52d265d926ea20a0f48a9c646070154be8c630,199999.99999999997,0,0,0,0,0,199999.99999999997,108.55883623920576
0xa86e6f776283a492a5f09e10ae97561fc915f39a,199999.99999999997,0,0,0,0,0,199999.99999999997,108.55883623920576
0x24479efe942139689a06dd179c1ab44ea9dd8fbc,50829.041383979464,50254.091006655224,20353.683709484634,0,0,0,121436.81610011932,108.36433350189587
0x0e7f0c01a07d4582592607ce22a4031728b57334,0,66573.19956810022,0,0,315178.4141964985,0,381751.61376459873,108.36012931866983
0x554e23dcc43df296d2fb74bfeb276e45c4d62de9,0,0,65541.0096688188,0,0,0,65541.0096688188,108.1270042830395
0xa9047c5498f053b4dc023620d676bb7f6c6a27b6,23636.8296969945,60717.75120274976,23177.621533360696,0,0,0,107532.20243310496,108.09028283051634
0x91fbaa504bec5beade1ba13bad3189d2a3d9c544,0,0,0,0,743066.742519377,0,743066.742519377,108.06844348389521
0x7f50986dd250b81d76736716b1b3ef560f2d4d6a,198862.456583,0,0,0,0,0,198862.456583,107.94138429160031
0xa916eb08f88d9508646ea104dde9093d3b00b8c8,0,0,0,601506.0397505778,0,0,601506.0397505778,107.9370935886497
0xc701e2aff498b755529e943372716b74fa71d8ff,0,114758.83765486452,0,0,0,0,114758.83765486452,107.77526371254925
0x32a9f7977f4d5ffade64207906f49fc87c20718f,0,0,65321.272359357565,0,0,0,65321.272359357565,107.76449023082522
0x9c83e9b148be7ffa645b5dce1981d23d8a098d7c,0,0,0,600347.924483714,0,0,600347.924483714,107.72927589824423
0x56b4ff6d9067491674e29f2455bff1fd1ecc63da,4130.111081694697,0,63067.067986245645,5396.426953928622,3203.910940138539,0,75797.51696200749,107.72171544269912
0x3be59695e277c40a44de14be81ac4f9d6ef3a9b7,198406.24135928633,0,0,0,0,0,198406.24135928633,107.6937533227955
0x0eea2ff213396a079e6061797018e03fb1e451b3,0,0,0,599978.3246078027,0,0,599978.3246078027,107.66295314542009
0x724edfbe98badb13a4a875c5853e5e110d065131,0,0,65256.48016406622,0,0,0,65256.48016406622,107.65759859132842
0xf895b7212a1c9b25a8d7f85bde4348812c0a2955,165216.69253743291,0,0,53175.8530881814,56888.0732430756,0,275280.6188686899,107.49434400532773
0x7abee7e2408ec792f2fd185794a7d55116353ae2,0,0,0,598573.0894520415,0,0,598573.0894520415,107.41079109134604
0xcc5223840393364ff5c73d5dce457e9c33522b94,197623.8107285333,0,0,0,0,0,197623.8107285333,107.26905452923322
0x66b27e2c33c6cb77331e698b98b81a582b08bce6,31391.307861444875,0,38963.49930346068,84840.38278451482,73308.91827971482,0,228504.10822913522,107.205377623887
0xb805b425944425230f77e580b4fdd843e2ff6f37,63833.89398137671,19602.219719956865,24076.040040052634,0.9629974821663025,98844.87271506067,0,206357.98945392904,107.15346615375093
0x34e4c9694893a070b7a8de5b7ec839ae9c32d661,0,0,0,0,0,60069.776267614405,60069.776267614405,107.13887827915653
0xe36faa3dc46ea4b545c9c10d5142ed235edf96dd,51836.0414065526,39631.30485562363,0,232821.85858321597,0,0,324289.2048453922,107.1345267614671
0x63606f4bf74042b313e37b9239c9ca250c17fee3,0,114055.75391950319,0,0,0,0,114055.75391950319,107.11496567765224
0x38d26f00e657cea73ab1597ad44577e4734bfd57,0,0,64924.442965793016,0,0,0,64924.442965793016,107.10981655774015
0x214e9034ffec9b1f46f89d61b8edce0803f5a644,0,0,0,595996.7587615192,0,0,595996.7587615192,106.94848210609707
0x84d2e54d851d0818cf86693fb1a9051e3566c84b,0,0,0,595799.4465937045,0,0,595799.4465937045,106.91307547587866
0x9b40f35d733006820a47257dc178b80113d25d4e,0,113833.0925360293,0,0,0,0,113833.0925360293,106.90585420691157
0x083a46c8fa4097204865ff45f65183e90493271a,28939.091381322374,0,55263.06345359028,0,0,0,84202.15483491265,106.8788194553857
0x472fdd6d1ec17462ad5d71c915ff3c2246db29de,37889.16897509078,0,40000,47869.85944444951,80000,0,205759.0284195403,106.78131368525648
0x7555ff0e262aa5358676c21cecbbb932a80aa1af,0,0,0,594792.9639389374,0,0,594792.9639389374,106.7324674597929
0x2f8f3fb734ed219a48c78ac186aecd50a356ab4b,0,0,64633.62044668241,0,0,0,64633.62044668241,106.63002889611617
0x9ee27cf583e1f63a9a2a5cb8a46f7e0d75c2d683,0,0,45620.77592994778,174280.11368696493,0,0,219900.8896169127,106.53702805462666
0x3e9c2ee838072b370567efc2df27602d776b341c,0,0,0,593354.6911043663,0,0,593354.6911043663,106.47437696810725
0xe6acfb7ee0653a2f1b90309b83ddee57e735f2e8,0,113341.40104349585,0,0,0,0,113341.40104349585,106.44408427828625
0x1b4a0a529e7fc57d8c58be8e153dcc934ce8bb36,0,0,64438.72891023707,0,0,0,64438.72891023707,106.30850443223568
0xc9bb25fbde71c45f7bbca2383bdf711204d4bf96,0,113127.8305784799,0,0,0,0,113127.8305784799,106.24351050411184
0x84a721e8f4cb1cd73c64dee6696cb6751e756fcc,0,113014.42353159848,0,0,0,0,113014.42353159848,106.13700476883012
0x3bc3ecbd44163944311d47d7de05dbdc2b528543,0,0,64329.93814460366,0,0,0,64329.93814460366,106.12902566556669
0x12bd83d21d630d5a791c1d31fa9f64c674684e93,102070.52553326228,0,20399.177719630166,38609.58416081405,67765.8301041513,0,228845.11751785778,105.84091468885799
0x881174913c308f1cd8e63e1f19caee9ed6e3edab,0,0,59031.446257468975,46964.84673270904,0,0,105996.29299017802,105.81537478648187
0xc0d35857e87f5ade6055714706fb4dfd96de087e,194855.93606055802,0,0,0,0,0,194855.93606055802,105.76666826517634
0x70bc7e2943ce4c84039cb46d4779765245f45d83,48761.975010119604,0,46740.67204198719,0,14865.809547544155,0,110368.45659965095,105.74067567439975
0xecf26aa9961784427c590e388f65baa84060575c,0,65000,0,0,0,24999.999999999996,90000,105.63381219905241
0x03ec35dd8a1f49c94f8ad20c91d3e227fb0c1f8a,0,0,63878.7064111214,0,0,0,63878.7064111214,105.38460113159294
0x1a7eb3e51e29c59295544a41ab36156f9fa6a5d5,0,0,63833.14655780869,0,0,0,63833.14655780869,105.30943826060316
0xc8bda2b904db81908bccdd8414ed7265eaf1d0cc,0,112129.85435969988,0,0,0,0,112129.85435969988,105.30626547483273
0xd56ded942a273e857ea422a0cad6296ce6aa930b,25213.88803982964,0,40000,0,175384.34067742937,0,240598.22871725901,105.1835404214936
0x34c5bef561e9f1e50265ec10ad3ca7b72e3e1aba,193621.90620397992,0,0,0,0,0,193621.90620397992,105.09684403960358
0xd4e1a607d3ba4ac49f8517f8cfe011b5fb57b6f9,27751.985125450432,0,48242.17435430751,58025.51598967126,0,0,134019.6754694292,105.0640492866221
0x184759e9deb155250fcc422b18a21040975f89d0,0,0,53604.49302842433,60823.50184261936,38222.2386488522,0,152650.23351989588,104.90794014716212
0xfd19947fcc55e07af1e915e19e3e7f856ec5edfb,0,0,0,584078.1510880726,0,0,584078.1510880726,104.80975067718464
0xe1d4430c9fcdb53e18c8e9304d919cce5ec51fd6,0,0,63485.24816165307,0,0,0,63485.24816165307,104.73548904069851
0x85f0a0bb2ef4192bcd79a20c47b26096c99a9907,23864.270191589345,0,37163.00417160312,95556.14751675006,91301.27957684877,0,247884.7014567913,104.68897818797856
0xed5c6b4a540320b489161bc88184634a9e7e75f1,20834.90337429871,29250.878816037097,24758.395253869116,0,172198.80967138865,0,247042.98711559357,104.6691930783214
0xdfa8078971b0a2654c443e54214874aefdaf925a,0,0,63390.25238573877,0,0,0,63390.25238573877,104.57876871061725
0x31b9fee7f23360dc2f587afa5799787e9beeb1b9,0,0,63142.02853765116,0,0,0,63142.02853765116,104.16925867680875
0x58168f0b2974fb34e4916d9406eed7fcc3da9895,0,0,0,0,716106.0896111275,0,716106.0896111275,104.14740163343438
0xe20cc54a98fcaa1aed5266ac7e10a6fee3345902,0,0,63001.536302406115,0,0,0,63001.536302406115,103.93748006065933
0xfd3e6fd6924b88fbfda600cbd7170ffeb896f07b,0,0,62163.62760295463,7549.721969427327,0,0,69713.34957238195,103.90988881238306
0x1d8ee1cfd0a6807e225c73a32a73c5d9d453cad4,0,110587.89764620714,0,0,0,0,110587.89764620714,103.85814352774737
0x80b230907fef58bf99ad75be76eb437315f8d142,0,0,0,0,0,58173.942996577185,58173.942996577185,103.75751975439141
0xbabdff20a9fce1327561a4886e969b7831f0f176,0,0,0,577942.088725987,0,0,577942.088725987,103.70866657549074
